Artikelnr;Artikel Bezeichnung 1;Artikel Bezeichnung 2;Artikel Bezeichnung3;Lieferant;Hersteller;Lief. Artikelnr;Lief. Artikel Bezeichnung 1;Lief. Artikel Bezeichnung 2;Lief. Artikel Bezeichnung 3
1163124;6016-2RS1;SKF Rillenkugellager, einreihig, abgedichtet;;August Kuhfuss;SKF;1006016-2RS1;6016-2RS1;SKF Rillenkugellager, einreihig, abgedichtet;
1163125;6313-2RS1/C3;SKF Rillenkugellager, einreihig, abgedichtet;;August Kuhfuss;SKF;1006313-2RS1/C3;6313-2RS1/C3;NULL;NULL
1163125;6313-2RS1/C3;SKF Rillenkugellager, einreihig, abgedichtet;;August Kuhfuss;SKF;1006313-2RS1/C3;6313-2RS1/C3;SKF Rillenkugellager, einreihig, abgedichtet;
1163125;6313-2RS1/C3;SKF Rillenkugellager, einreihig, abgedichtet;;August Kuhfuss;SKF;10020133;6313-2RS1/C3;SKF;
1163126;NU 2206 ECP;SKF Zylinderrollenlager, einreihig;;August Kuhfuss;SKF;100NU 2206 ECP  ;NU 2206 ECP;NULL;NULL
1163126;NU 2206 ECP;SKF Zylinderrollenlager, einreihig;;August Kuhfuss;SKF;100NU 2206 ECP;NU 2206 ECP;SKF Zylinderrollenlager, einreihig;
1163229;30307;SKF metrisches Kegelrollenlager, einreihig;;August Kuhfuss;SKF;10030307;30307;SKF metrisches Kegelrollenlager, einreihig;
1163229;30307;SKF metrisches Kegelrollenlager, einreihig;;August Kuhfuss;SKF;1163229;30307;SKF metrisches Kegelrollenlager, einreihig;
1178771;16019/C3;SKF Rillenkugellager, einreihig;;August Kuhfuss;SKF;1178771;16019/C3;SKF Rillenkugellager, einreihig;
1178771;16019/C3;SKF Rillenkugellager, einreihig;;August Kuhfuss;SKF;10099611;16019/C3;;
1178908;6317 /C3VL0241;SKF Einreihiges Rillenkugellager stromisoliert 1000V;;August Kuhfuss;SKF;1006317/C3VL0241;6317/C3VL0241;NULL;NULL
1178908;6317 /C3VL0241;SKF Einreihiges Rillenkugellager stromisoliert 1000V;;August Kuhfuss;SKF;1006317/C3VL0241;6317 /C3VL0241;SKF Einreihiges Rillenkugellager stromisoliert 1000V;
1178908;6317 /C3VL0241;SKF Einreihiges Rillenkugellager stromisoliert 1000V;;August Kuhfuss;SKF;1178908;6317 /C3VL0241;SKF Einreihiges Rillenkugellager stromisoliert 1000V;
1179420;JLM 104948 AA/Q;SKF Kegelrollenlager, Innenring;NULL;August Kuhfuss;SKF;1179420;JLM 104948 AA/Q;SKF Kegelrollenlager, Innenring;NULL
1179420;JLM 104948 AA/Q;SKF Kegelrollenlager, Innenring;NULL;August Kuhfuss;SKF;1179420;JLM 104948 AA/Q;SKF Kegelrollenlager, Innenring;NULL
1179421;JLM 104910 AA/Q;SKF Kegelrollenlager, Innenring;NULL;August Kuhfuss;SKF;100JLM 104910 AA/Q;JLM 104910 AA/Q;NULL;NULL
1179421;JLM 104910 AA/Q;SKF Kegelrollenlager, Innenring;NULL;August Kuhfuss;SKF;100JLM 104910 AA/Q;JLM 104910 AA/Q;SKF Kegelrollenlager, Innenring;NULL
1179421;JLM 104910 AA/Q;SKF Kegelrollenlager, Innenring;NULL;August Kuhfuss;SKF;1179421;;;
1180286;6216/C3VL0241;SKF Einreihiges Rillenkugellager stromisoliert 1000V;;August Kuhfuss;SKF;1006216/C3VL0241;6216/C3VL0241;NULL;NULL
1180286;6216/C3VL0241;SKF Einreihiges Rillenkugellager stromisoliert 1000V;;August Kuhfuss;SKF;1006216/C3VL0241;6216/C3VL0241;SKF Einreihiges Rillenkugellager stromisoliert 1000V;
1180147;NA 4902-2RS;SKF Nadellager mit Borden, einreihig mit Innenring,;beidseitig abgedichtet;August Kuhfuss;SKF;1180147;NA 4902-2RS;SKF Nadellager mit Borden, einreihig mit Innenring,;beidseitig abgedichtet
1180147;NA 4902-2RS;SKF Nadellager mit Borden, einreihig mit Innenring,;beidseitig abgedichtet;August Kuhfuss;SKF;1180147;NA 4902-2RS;SKF Nadellager mit Borden, einreihig mit Innenring,;beidseitig abgedichtet
1163908;2210 ETN9;SKF Pendelkugellager;;August Kuhfuss;SKF;1002210 ETN9  ;2210 ETN9;NULL;NULL
1163908;2210 ETN9;SKF Pendelkugellager;;August Kuhfuss;SKF;1002210 ETN9;2210 ETN9;SKF Pendelkugellager;
1163909;16024/C2;SKF Rillenkugellager, einreihig;;August Kuhfuss;SKF;1163909;16024/C2;SKF Rillenkugellager, einreihig;
1164544;LGEM2/18;SKF-Fett 5kg;;August Kuhfuss;SKF;100LGEM 2/18;LGEM 2/18;SKF-Fett 5kg;
1178047;30210;SKF metrisches Kegelrollenlager, einreihig;;August Kuhfuss;SKF;10030210;30210;SKF metrisches Kegelrollenlager, einreihig;
1178048;32007 X;SKF metrisches Kegelrollenlager, einreihig;;August Kuhfuss;SKF;10032007 X;32007 X;SKF metrisches Kegelrollenlager, einreihig;
1178048;32007 X;SKF metrisches Kegelrollenlager, einreihig;;August Kuhfuss;SKF;10011357;32007 X;;
1178223;30216;SKF metrisches Kegelrollenlager, einreihig;;August Kuhfuss;SKF;10030216;30216;SKF metrisches Kegelrollenlager, einreihig;
1178223;30216;SKF metrisches Kegelrollenlager, einreihig;;August Kuhfuss;SKF;1178223;;;
1178224;30215;SKF metrisches Kegelrollenlager, einreihig;;August Kuhfuss;SKF;10030215;30215;SKF metrisches Kegelrollenlager, einreihig;
1178224;30215;SKF metrisches Kegelrollenlager, einreihig;;August Kuhfuss;SKF;10010995;30215;;
1178258;PDNB 312;SKF Zweilagergehäuseeinheit mit Welle;;August Kuhfuss;SKF;1178258;Ang. 1158220;SKF Zweilagergehäuseeinheit mit Welle;
1162374;CR 99138;SKF Wellenschutzhülse 34,98x12,7 mm;;August Kuhfuss;SKF;100CR 99138  ;99138;NULL;NULL
1162374;CR 99138;SKF Wellenschutzhülse 34,98x12,7 mm;;August Kuhfuss;SKF;100CR 99138;CR 99138;SKF Wellenschutzhülse 34,98x12,7 mm;
1162374;CR 99138;SKF Wellenschutzhülse 34,98x12,7 mm;;August Kuhfuss;SKF;1162374;CR 99138;SKF Wellenschutzhülse 34,98x12,7 mm;
1162411;SY 2. TF / VA201;SKF Y-Stehlagereinheit mit Gewindestiftbefestigung für hohe Temperaturen;bis 250 Grad C;August Kuhfuss;SKF;1162411;SY 2. TF / VA201;SKF Y-Stehlagereinheit mit Gewindestiftbefestigung für hohe Temperaturen;bis 250 Grad C
1162412;FY 2. TF / VA 201;SKF Y-Flanschlagereinheit mit Exzenterringbefestigung für hohe Temperaturen;bis 250 Grad C;August Kuhfuss;SKF;1162412;FY 2. TF / VA 201;SKF Y-Flanschlagereinheit mit Exzenterringbefestigung für hohe Temperaturen;bis 250 Grad C
1162504;Meisselpaste HS04 400g;SKF-Fett;;August Kuhfuss;SKF;1162504;Meisselpaste HS04 400g;SKF-Fett;
1163412;SAKAC 20M;SKF Gelenklager;Rechtsgewinde;August Kuhfuss;SKF;100SAKAC 20 M;SAKAC 20 M;NULL;NULL
1163412;SAKAC 20M;SKF Gelenklager;Rechtsgewinde;August Kuhfuss;SKF;100SAKAC 20 M;SAKAC 20M;SKF Gelenklager;Rechtsgewinde
1163412;SAKAC 20M;SKF Gelenklager;Rechtsgewinde;August Kuhfuss;SKF;10088805;SAKAC20 M;;Rechtsgewinde
1163412;SAKAC 20M;SKF Gelenklager;Rechtsgewinde;August Kuhfuss;SKF;1163412;SAKAC 20M;SKF Gelenklager;Rechtsgewinde
1163413;SALKAC 20 M;SKF Gelenklager, Linksgewinde;NULL;August Kuhfuss;SKF;100SALKAC 20 M;SALKAC 20 M;NULL;NULL
1163413;SALKAC 20 M;SKF Gelenklager, Linksgewinde;NULL;August Kuhfuss;SKF;100SALKAC 20 M;SALKAC 20 M;SKF Gelenklager, Linksgewinde;NULL
1163413;SALKAC 20 M;SKF Gelenklager, Linksgewinde;NULL;August Kuhfuss;SKF;10088851;SALKAC20 M;;
1163864;SNL 509;SKF Stehlagergehäuse für Lager auf Spannhülse;NULL;August Kuhfuss;SKF;1163864;SNL 509;SKF Stehlagergehäuse für Lager auf Spannhülse;NULL
1163865;SNL 510-608;SKF Stehlagergehäuse für Lager auf Spannhülse;NULL;August Kuhfuss;SKF;1163865;SNL 510-608;SKF Stehlagergehäuse für Lager auf Spannhülse;NULL
1163867;SNL 511-609;SKF Stehlagergehäuse für Lager auf Spannhülse;NULL;August Kuhfuss;SKF;1163867;SNL 511-609;SKF Stehlagergehäuse für Lager auf Spannhülse;NULL
1163868;SNL 512-610;SKF Stehlagergehäuse für Lager auf Spannhülse;NULL;August Kuhfuss;SKF;1163868;SNL 512-610;SKF Stehlagergehäuse für Lager auf Spannhülse;NULL
1163868;SNL 512-610;SKF Stehlagergehäuse für Lager auf Spannhülse;NULL;August Kuhfuss;SKF;1163868;SNL 512-610;SKF Stehlagergehäuse für Lager auf Spannhülse;NULL
1188007;32212;SKF metrisches Kegelrollenlager, einreihig;;August Kuhfuss;SKF;10032212;32212;SKF metrisches Kegelrollenlager, einreihig;
1188007;32212;SKF metrisches Kegelrollenlager, einreihig;;August Kuhfuss;SKF;10068536;32212;;
1188016;30212;SKF metrisches Kegelrollenlager, einreihig;;August Kuhfuss;SKF;1188016;30212;SKF metrisches Kegelrollenlager, einreihig;
1188016;30212;SKF metrisches Kegelrollenlager, einreihig;;August Kuhfuss;SKF;10030212;30212;SKF metrisches Kegelrollenlager, einreihig;
1188016;30212;SKF metrisches Kegelrollenlager, einreihig;;August Kuhfuss;SKF;1188016;30212;SKF metrisches Kegelrollenlager, einreihig;
1188016;30212;SKF metrisches Kegelrollenlager, einreihig;;August Kuhfuss;SKF;1188016;30212;SKF metrisches Kegelrollenlager, einreihig;
1070327;NN 3014 KTN/SPW33;SKF Zylinderrollenlager, zweireihig;;August Kuhfuss;SKF;100NN 3014 KTN/SPW33;NN 3014 KTN/SPW33;SKF Zylinderrollenlager, zweireihig;
1070327;NN 3014 KTN/SPW33;SKF Zylinderrollenlager, zweireihig;;August Kuhfuss;SKF;1070327;NN 3014 KTN/SPW33;SKF Zylinderrollenlager, zweireihig;
1070328;NN 3014 TN/SPW33;SKF Zylinderrollenlager, zweireihig;;August Kuhfuss;SKF;100NN 3014 TN/SPW33;NN 3014 TN/SPW33;SKF Zylinderrollenlager, zweireihig;
1070329;NN 3015 KTN/SPW33;SKF Zylinderrollenlager, zweireihig;;August Kuhfuss;SKF;100NN 3015 KTN/SPW33;NN 3015 KTN/SPW33;SKF Zylinderrollenlager, zweireihig;
1070330;NN 3015 TN/SPW33;SKF Zylinderrollenlager, zweireihig;;August Kuhfuss;SKF;100NN 3015 TN/SPW33;NN 3015 TN/SPW33;SKF Zylinderrollenlager, zweireihig;
1070331;NN 3016 KTN/SPW33;SKF Zylinderrollenlager, zweireihig;;August Kuhfuss;SKF;100NN 3016 KTN/SPW33;NN 3016 KTN/SPW33;SKF Zylinderrollenlager, zweireihig;
1070332;NN 3016 TN/SPW33;SKF Zylinderrollenlager, zweireihig;;August Kuhfuss;SKF;100NN 3016 TN/SPW33;NN 3016 TN/SPW33;SKF Zylinderrollenlager, zweireihig;
1070333;NN 3017 KTN9/SPW33;SKF Zylinderrollenlager, zweireihig;;August Kuhfuss;SKF;100NN 3017 KTN9/SPW33;NN 3017 KTN9/SPW33;SKF Zylinderrollenlager, zweireihig;
1070334;NN 3017 TN9/SPW33;SKF Zylinderrollenlager, zweireihig;;August Kuhfuss;SKF;100NN 3017 TN9/SPW33;NN 3017 TN9/SPW33;SKF Zylinderrollenlager, zweireihig;
1070335;NN 3018 KTN9/SPW33;SKF Zylinderrollenlager, zweireihig;;August Kuhfuss;SKF;100NN 3018 KTN9/SPW33;NN 3018 KTN9/SPW33;SKF Zylinderrollenlager, zweireihig;
1070336;NN 3018 TN9/SPW33;SKF Zylinderrollenlager, zweireihig;;August Kuhfuss;SKF;100NN 3018 TN9/SPW33;NN 3018 TN9/SPW33;SKF Zylinderrollenlager, zweireihig;
1070337;NN 3019 KTN9/SPW33;SKF Zylinderrollenlager, zweireihig;;August Kuhfuss;SKF;100NN 3019 KTN9/SPW33;NN 3019 KTN9/SPW33;SKF Zylinderrollenlager, zweireihig;
1070338;NN 3020 KTN9/SPW33;SKF Zylinderrollenlager, zweireihig;;August Kuhfuss;SKF;100NN 3020 KTN9/SPW33;NN 3020 KTN9/SPW33;SKF Zylinderrollenlager, zweireihig;
1070339;NN 3021 KTN9/SPW33;SKF Zylinderrollenlager, zweireihig;;August Kuhfuss;SKF;100NN 3021 KTN9/SPW33;NN 3021 KTN9/SPW33;SKF Zylinderrollenlager, zweireihig;
1070340;NN 3021 KTN9/UP;SKF Zylinderrollenlager, zweireihig;;August Kuhfuss;SKF;100NN 3021 KTN9/UP;NN 3021 KTN9/UP;SKF Zylinderrollenlager, zweireihig;
1070341;NN 3022 KTN9/SPW33;SKF Zylinderrollenlager, zweireihig;;August Kuhfuss;SKF;100NN 3022 KTN9/SPW33;NN 3022 KTN9/SPW33;SKF Zylinderrollenlager, zweireihig;
1070341;NN 3022 KTN9/SPW33;SKF Zylinderrollenlager, zweireihig;;August Kuhfuss;SKF;1070341;NN 3022 KTN9/SPW33;SKF Zylinderrollenlager, zweireihig;
1070342;NN 3022 TN9/SPW33;SKF Zylinderrollenlager, zweireihig;;August Kuhfuss;SKF;100NN 3022 TN9/SPW33;NN 3022 TN9/SPW33;SKF Zylinderrollenlager, zweireihig;
1070343;NN 3024 KTN9/SPW33;SKF Zylinderrollenlager, zweireihig;;August Kuhfuss;SKF;100NN 3024 KTN9/SPW33;NN 3024 KTN9/SPW33;SKF Zylinderrollenlager, zweireihig;
1070344;NN 3026 KTN9/SPW33;SKF Zylinderrollenlager, zweireihig;;August Kuhfuss;SKF;100NN 3026 KTN9/SPW33;NN 3026 KTN9/SPW33;SKF Zylinderrollenlager, zweireihig;
1070345;NN 3028 K/SPW33;SKF Zylinderrollenlager, zweireihig;;August Kuhfuss;SKF;100NN 3028 K/SPW33;NN 3028 K/SPW33;SKF Zylinderrollenlager, zweireihig;
1070346;NN 3030 K/SPW33;SKF Zylinderrollenlager, zweireihig;;August Kuhfuss;SKF;100NN 3030 K/SPW33;NN 3030 K/SPW33;SKF Zylinderrollenlager, zweireihig;
1070347;NN 3032 K/SPW33;SKF Zylinderrollenlager, zweireihig;;August Kuhfuss;SKF;100NN 3032 K/SPW33;NN 3032 K/SPW33;SKF Zylinderrollenlager, zweireihig;
1070348;NN 3034 K/SPW33;SKF Zylinderrollenlager, zweireihig;;August Kuhfuss;SKF;100NN 3034 K/SPW33;NN 3034 K/SPW33;SKF Zylinderrollenlager, zweireihig;
1070349;NN 3036 K/SPW33;SKF Zylinderrollenlager, zweireihig;;August Kuhfuss;SKF;100NN 3036 K/SPW33;NN 3036 K/SPW33;SKF Zylinderrollenlager, zweireihig;
1070350;NN 3038 K/SPW33;SKF Zylinderrollenlager, zweireihig;;August Kuhfuss;SKF;100NN 3038 K/SPW33;NN 3038 K/SPW33;SKF Zylinderrollenlager, zweireihig;
1070351;NN 3040 K/SPW33;SKF Zylinderrollenlager, zweireihig;;August Kuhfuss;SKF;100NN 3040 K/SPW33;NN 3040 K/SPW33;SKF Zylinderrollenlager, zweireihig;
1070352;NN 3044 K/SPW33;SKF Zylinderrollenlager, zweireihig;;August Kuhfuss;SKF;100NN 3044 K/SPW33;NN 3044 K/SPW33;SKF Zylinderrollenlager, zweireihig;
1070353;NN 3048 K/SPW33;SKF Zylinderrollenlager, zweireihig;;August Kuhfuss;SKF;100NN 3048 K/SPW33;NN 3048 K/SPW33;SKF Zylinderrollenlager, zweireihig;
1070354;NN 3052 K/SPW33;SKF Zylinderrollenlager, zweireihig;;August Kuhfuss;SKF;100NN 3052 K/SPW33;NN 3052 K/SPW33;SKF Zylinderrollenlager, zweireihig;
1070355;NN 3056 K/SPW33;SKF Zylinderrollenlager, zweireihig;;August Kuhfuss;SKF;100NN 3056 K/SPW33;NN 3056 K/SPW33;SKF Zylinderrollenlager, zweireihig;
1070356;NNF 5005 ADA-2LSV;;;August Kuhfuss;SKF;1070356;NNF 5005 ADA-2LSV;;
1070356;NNF 5005 ADA-2LSV;;;August Kuhfuss;SKF;1070356;NNF 5005 ADA-2LSV;;NULL
1070357;NNF 5006 ADA-2LSV;;;August Kuhfuss;SKF;1070357;NNF 5006 ADA-2LSV;;
1070358;NNF 5007 ADA-2LSV;;;August Kuhfuss;SKF;1070358;NNF 5007 ADA-2LSV;;
1070359;NNF 5008 ADA-2LSV;;;August Kuhfuss;SKF;1070359;NNF 5008 ADA-2LSV;;
1070360;NNF 5010 ADA-2LSV;;;August Kuhfuss;SKF;1070360;NNF 5010 ADA-2LSV;;
1070361;NNF 5011 ADA-2LSV;;;August Kuhfuss;SKF;1070361;NNF 5011 ADA-2LSV;;
1070362;NNF 5012 ADA-2LSV;;;August Kuhfuss;SKF;1070362;NNF 5012 ADA-2LSV;;
1070363;NNF 5013 ADA-2LSV;;;August Kuhfuss;SKF;1070363;NNF 5013 ADA-2LSV;;
1070363;NNF 5013 ADA-2LSV;;;August Kuhfuss;SKF;1070363;NNF 5013 ADA-2LSV;;
1070364;NNF 5014 ADA-2LSV;;;August Kuhfuss;SKF;1070364;NNF 5014 ADA-2LSV;;
1070365;NNF 5015 ADA-2LSV;;;August Kuhfuss;SKF;1070365;NNF 5015 ADA-2LSV;;
1070366;NNF 5016 ADA-2LSV;;;August Kuhfuss;SKF;100NNF 5016 ADA-2LSV;NNF 5016 ADA-2LSV;NULL;NULL
1070366;NNF 5016 ADA-2LSV;;;August Kuhfuss;SKF;1070366;NNF 5016 ADA-2LSV;;
1070367;NNF 5017 ADA-2LSV;;;August Kuhfuss;SKF;1070367;NNF 5017 ADA-2LSV;;
1070368;NNF 5018 ADA-2LSV;;;August Kuhfuss;SKF;1070368;NNF 5018 ADA-2LSV;;
1070369;NNF 5020 ADA-2LSV;;;August Kuhfuss;SKF;1070369;NNF 5020 ADA-2LSV;;
1070370;NNF 5022 ADA-2LSV;;;August Kuhfuss;SKF;100NNF 5022 ADA-2LSV;NNF 5022 ADA-2LSV;NULL;NULL
1070370;NNF 5022 ADA-2LSV;;;August Kuhfuss;SKF;1070370;NNF 5022 ADA-2LSV;;
1070371;NNF 5024 ADA-2LSV;;;August Kuhfuss;SKF;100NNF 5024 ADA-2LSV;NNF 5024 ADA-2LSV;NULL;NULL
1070371;NNF 5024 ADA-2LSV;;;August Kuhfuss;SKF;1070371;NNF 5024 ADA-2LSV;;
1070372;NNF 5026 ADA-2LSV;;;August Kuhfuss;SKF;100NNF 5026 ADA-2LSV;NNF 5026 ADA-2LSV;NULL;NULL
1070372;NNF 5026 ADA-2LSV;;;August Kuhfuss;SKF;1070372;NNF 5026 ADA-2LSV;;
1070373;NNF 5030 ADA-2LSV;;;August Kuhfuss;SKF;100NNF 5030 ADA-2LSV;NNF 5030 ADA-2LSV;NULL;NULL
1070373;NNF 5030 ADA-2LSV;;;August Kuhfuss;SKF;1070373;NNF 5030 ADA-2LSV;;
1070374;NNF 5034 ADA-2LSV;;;August Kuhfuss;SKF;1070374;NNF 5034 ADA-2LSV;;
1070375;NNU 4920 B/SPC3W33;SKF Zylinderrollenlager, zweireihig;;August Kuhfuss;SKF;100NNU 4920 B/SPC3W33;NNU 4920 B/SPC3W33;SKF Zylinderrollenlager, zweireihig;
1070376;NNU 4920 B/SPW33;SKF Zylinderrollenlager, zweireihig;;August Kuhfuss;SKF;100NNU 4920 B/SPW33;NNU 4920 B/SPW33;SKF Zylinderrollenlager, zweireihig;
1070377;NNU 4920 BK/SPW33;SKF Zylinderrollenlager, zweireihig;;August Kuhfuss;SKF;100NNU 4920 BK/SPW33;NNU 4920 BK/SPW33;SKF Zylinderrollenlager, zweireihig;
1070378;NNU 4921 B/SPW33;SKF Zylinderrollenlager, zweireihig;;August Kuhfuss;SKF;100NNU 4921 B/SPW33;NNU 4921 B/SPW33;SKF Zylinderrollenlager, zweireihig;
1070379;NNU 4921 BK/SPW33;SKF Zylinderrollenlager, zweireihig;;August Kuhfuss;SKF;100NNU 4921 BK/SPW33;NNU 4921 BK/SPW33;SKF Zylinderrollenlager, zweireihig;
1070380;NNU 4922 B/SPC3W33;SKF Zylinderrollenlager, zweireihig;;August Kuhfuss;SKF;100NNU 4922 B/SPC3W33;NNU 4922 B/SPC3W33;SKF Zylinderrollenlager, zweireihig;
1070381;NNU 4922 B/SPW33;SKF Zylinderrollenlager, zweireihig;;August Kuhfuss;SKF;100NNU 4922 B/SPW33;NNU 4922 B/SPW33;SKF Zylinderrollenlager, zweireihig;
1070382;NNU 4922 BK/SPW33;SKF Zylinderrollenlager, zweireihig;;August Kuhfuss;SKF;100NNU 4922 BK/SPW33;NNU 4922 BK/SPW33;SKF Zylinderrollenlager, zweireihig;
1070383;NNU 4924 B/SPC3W33;SKF Zylinderrollenlager, zweireihig;;August Kuhfuss;SKF;100NNU 4924 B/SPC3W33;NNU 4924 B/SPC3W33;SKF Zylinderrollenlager, zweireihig;
1070384;NNU 4924 B/SPW33;SKF Zylinderrollenlager, zweireihig;;August Kuhfuss;SKF;100NNU 4924 B/SPW33;NNU 4924 B/SPW33;SKF Zylinderrollenlager, zweireihig;
1070385;NNU 4924 BK/SPW33;SKF Zylinderrollenlager, zweireihig;;August Kuhfuss;SKF;100NNU 4924 BK/SPW33;NNU 4924 BK/SPW33;SKF Zylinderrollenlager, zweireihig;
1070386;NNU 4926 B/SPC3W33;SKF Zylinderrollenlager, zweireihig;;August Kuhfuss;SKF;100NNU 4926 B/SPC3W33;NNU 4926 B/SPC3W33;SKF Zylinderrollenlager, zweireihig;
1070387;NNU 4926 B/SPW33;SKF Zylinderrollenlager, zweireihig;;August Kuhfuss;SKF;100NNU 4926 B/SPW33;NNU 4926 B/SPW33;SKF Zylinderrollenlager, zweireihig;
1070388;NNU 4926 BK/SPW33;SKF Zylinderrollenlager, zweireihig;;August Kuhfuss;SKF;100NNU 4926 BK/SPW33;NNU 4926 BK/SPW33;SKF Zylinderrollenlager, zweireihig;
1070389;NNU 4928 B/SPC3W33;SKF Zylinderrollenlager, zweireihig;;August Kuhfuss;SKF;100NNU 4928 B/SPC3W33;NNU 4928 B/SPC3W33;SKF Zylinderrollenlager, zweireihig;
1070390;NNU 4928 B/SPW33;SKF Zylinderrollenlager, zweireihig;;August Kuhfuss;SKF;100NNU 4928 B/SPW33;NNU 4928 B/SPW33;SKF Zylinderrollenlager, zweireihig;
1070391;NNU 4928 BK/SPW33;SKF Zylinderrollenlager, zweireihig;;August Kuhfuss;SKF;100NNU 4928 BK/SPW33;NNU 4928 BK/SPW33;SKF Zylinderrollenlager, zweireihig;
1070392;NNU 4930 B/SPC3W33;SKF Zylinderrollenlager, zweireihig;;August Kuhfuss;SKF;100NNU 4930 B/SPC3W33;NNU 4930 B/SPC3W33;SKF Zylinderrollenlager, zweireihig;
1070393;NNU 4930 B/SPW33;SKF Zylinderrollenlager, zweireihig;;August Kuhfuss;SKF;100NNU 4930 B/SPW33;NNU 4930 B/SPW33;SKF Zylinderrollenlager, zweireihig;
1070394;NNU 4930 BK/SPW33;SKF Zylinderrollenlager, zweireihig;;August Kuhfuss;SKF;100NNU 4930 BK/SPW33;NNU 4930 BK/SPW33;SKF Zylinderrollenlager, zweireihig;
1070395;NNU 4932 B/SPC3W33;SKF Zylinderrollenlager, zweireihig;;August Kuhfuss;SKF;100NNU 4932 B/SPC3W33;NNU 4932 B/SPC3W33;SKF Zylinderrollenlager, zweireihig;
1070396;NNU 4932 B/SPW33;SKF Zylinderrollenlager, zweireihig;;August Kuhfuss;SKF;100NNU 4932 B/SPW33;NNU 4932 B/SPW33;SKF Zylinderrollenlager, zweireihig;
1070397;NNU 4932 BK/SPW33;SKF Zylinderrollenlager, zweireihig;;August Kuhfuss;SKF;100NNU 4932 BK/SPW33;NNU 4932 BK/SPW33;SKF Zylinderrollenlager, zweireihig;
1070398;NNU 4934 B/SPC3W33;SKF Zylinderrollenlager, zweireihig;;August Kuhfuss;SKF;100NNU 4934 B/SPC3W33;NNU 4934 B/SPC3W33;SKF Zylinderrollenlager, zweireihig;
1070399;NNU 4934 B/SPW33;SKF Zylinderrollenlager, zweireihig;;August Kuhfuss;SKF;100NNU 4934 B/SPW33;NNU 4934 B/SPW33;SKF Zylinderrollenlager, zweireihig;
1070400;NNU 4934 BK/SPW33;SKF Zylinderrollenlager, zweireihig;;August Kuhfuss;SKF;100NNU 4934 BK/SPW33;NNU 4934 BK/SPW33;SKF Zylinderrollenlager, zweireihig;
1070401;NNU 4936 B/SPC3W33;SKF Zylinderrollenlager, zweireihig;;August Kuhfuss;SKF;100NNU 4936 B/SPC3W33;NNU 4936 B/SPC3W33;SKF Zylinderrollenlager, zweireihig;
1070402;NNU 4936 B/SPW33;SKF Zylinderrollenlager, zweireihig;;August Kuhfuss;SKF;100NNU 4936 B/SPW33;NNU 4936 B/SPW33;SKF Zylinderrollenlager, zweireihig;
1070403;NNU 4936 BK/SPW33;SKF Zylinderrollenlager, zweireihig;;August Kuhfuss;SKF;100NNU 4936 BK/SPW33;NNU 4936 BK/SPW33;SKF Zylinderrollenlager, zweireihig;
1070404;NNU 4938 B/SPC3W33;SKF Zylinderrollenlager, zweireihig;;August Kuhfuss;SKF;100NNU 4938 B/SPC3W33;NNU 4938 B/SPC3W33;SKF Zylinderrollenlager, zweireihig;
1070405;NNU 4938 B/SPW33;SKF Zylinderrollenlager, zweireihig;;August Kuhfuss;SKF;100NNU 4938 B/SPW33;NNU 4938 B/SPW33;SKF Zylinderrollenlager, zweireihig;
1070406;NNU 4938 BK/SPW33;SKF Zylinderrollenlager, zweireihig;;August Kuhfuss;SKF;100NNU 4938 BK/SPW33;NNU 4938 BK/SPW33;SKF Zylinderrollenlager, zweireihig;
1070407;NNU 4940 B/SPC3W33;SKF Zylinderrollenlager, zweireihig;;August Kuhfuss;SKF;100NNU 4940 B/SPC3W33;NNU 4940 B/SPC3W33;SKF Zylinderrollenlager, zweireihig;
1070408;NNU 4940 B/SPW33;SKF Zylinderrollenlager, zweireihig;;August Kuhfuss;SKF;100NNU 4940 B/SPW33;NNU 4940 B/SPW33;SKF Zylinderrollenlager, zweireihig;
1070409;NNU 4940 BK/SPW33;SKF Zylinderrollenlager, zweireihig;;August Kuhfuss;SKF;100NNU 4940 BK/SPW33;NNU 4940 BK/SPW33;SKF Zylinderrollenlager, zweireihig;
1070410;NNU 4944 B/SPC3W33;SKF Zylinderrollenlager, zweireihig;;August Kuhfuss;SKF;100NNU 4944 B/SPC3W33;NNU 4944 B/SPC3W33;SKF Zylinderrollenlager, zweireihig;
1070411;NNU 4944 B/SPW33;SKF Zylinderrollenlager, zweireihig;;August Kuhfuss;SKF;100NNU 4944 B/SPW33;NNU 4944 B/SPW33;SKF Zylinderrollenlager, zweireihig;
1070412;NNU 4944 BK/SPW33;SKF Zylinderrollenlager, zweireihig;;August Kuhfuss;SKF;100NNU 4944 BK/SPW33;NNU 4944 BK/SPW33;SKF Zylinderrollenlager, zweireihig;
1070413;NNU 4948 B/SPC3W33;SKF Zylinderrollenlager, zweireihig;;August Kuhfuss;SKF;100NNU 4948 B/SPC3W33;NNU 4948 B/SPC3W33;SKF Zylinderrollenlager, zweireihig;
1070414;NNU 4948 B/SPW33;SKF Zylinderrollenlager, zweireihig;;August Kuhfuss;SKF;100NNU 4948 B/SPW33;NNU 4948 B/SPW33;SKF Zylinderrollenlager, zweireihig;
1070415;NNU 4948 BK/SPW33;SKF Zylinderrollenlager, zweireihig;;August Kuhfuss;SKF;100NNU 4948 BK/SPW33;NNU 4948 BK/SPW33;SKF Zylinderrollenlager, zweireihig;
