Artikelnr;Artikel Bezeichnung 1;Artikel Bezeichnung 2;Artikel Bezeichnung3;Lieferant;Hersteller;Lief. Artikelnr;Lief. Artikel Bezeichnung 1;Lief. Artikel Bezeichnung 2;Lief. Artikel Bezeichnung 3
1180373;3L580;SKF Gardenpower;;Concar;SKF;3L580;3L - 580;ConCar Keilriemen,GardenPower,;
1180374;3L560;SKF Gardenpower;;Concar;SKF;3L560;3L - 560;ConCar Keilriemen,GardenPower,;
1180375;3L550;SKF Gardenpower;;Concar;SKF;3L550;3L - 550;ConCar Keilriemen,GardenPower,;
1180376;3L540;SKF Gardenpower;;Concar;SKF;3L540;3L - 540;ConCar Keilriemen,GardenPower,;
1180377;3L500;SKF Gardenpower;;Concar;SKF;3L500;3L - 500;ConCar Keilriemen,GardenPower,;
1180378;3L490;SKF Gardenpower;;Concar;SKF;3L490;3L - 490;ConCar Keilriemen,GardenPower,;
1180379;3L480;SKF Gardenpower;;Concar;SKF;3L480;3L - 480;ConCar Keilriemen,GardenPower,;
1180380;3L470;SKF Gardenpower;;Concar;SKF;3L470;3L - 470;ConCar Keilriemen,GardenPower,;
1180381;3L460;SKF Gardenpower;1168 La;Concar;SKF;3L460;3L - 460;ConCar Keilriemen,GardenPower,;1168 La
1180382;3L440;SKF Gardenpower;;Concar;SKF;3L440;3L - 440;ConCar Keilriemen,GardenPower,;
1180383;3L430;SKF Gardenpower;;Concar;SKF;3L430;3L - 430;ConCar Keilriemen,GardenPower,;
1180384;3L420;SKF Gardenpower;;Concar;SKF;3L420;3L - 420;ConCar Keilriemen,GardenPower,;
1180385;3L400;SKF Gardenpower;;Concar;SKF;3L400;3L - 400;ConCar Keilriemen,GardenPower,;
1180386;3L370;SKF Gardenpower;;Concar;SKF;3L370;3L - 370;ConCar Keilriemen,GardenPower,;
1180387;3L360;SKF Gardenpower;;Concar;SKF;3L360;3L - 360;ConCar Keilriemen,GardenPower,;
1180388;3L260;SKF Gardenpower;;Concar;SKF;3L260;3L - 260;ConCar Keilriemen,GardenPower,;
1180389;3L220;SKF Gardenpower;;Concar;SKF;3L220;3L - 220;ConCar Keilriemen,GardenPower,;
1180390;3L210;SKF Gardenpower;;Concar;SKF;3L210;3L - 210;ConCar Keilriemen,GardenPower,;
1180391;3L200;SKF Gardenpower;;Concar;SKF;3L200;3L - 200;ConCar Keilriemen,GardenPower,;
1180392;3L190;SKF Gardenpower;;Concar;SKF;3L190;3L - 190;ConCar Keilriemen,GardenPower,;
1180393;3L180;SKF Gardenpower;;Concar;SKF;3L180;3L - 180;ConCar Keilriemen,GardenPower,;
1180394;3L170;SKF Gardenpower;;Concar;SKF;3L170;3L - 170;ConCar Keilriemen,GardenPower,;
1180395;3L160;SKF Gardenpower;;Concar;SKF;1180395;3L160;SKF Gardenpower;
1180396;3L150;SKF Gardenpower;;Concar;SKF;3L150;3L - 150;ConCar Keilriemen,GardenPower,;
1180397;4L990;SKF Gardenpower;;Concar;SKF;4L990;4L - 990;ConCar Keilriemen,GardenPower,;
1180398;4L930;SKF Gardenpower;;Concar;SKF;4L930;4L - 930;ConCar Keilriemen,GardenPower,;
1180399;4L770;SKF Gardenpower;;Concar;SKF;4L770;4L - 770;ConCar Keilriemen,GardenPower,;
1180400;4L760;SKF Gardenpower;;Concar;SKF;4L760;4L - 760;ConCar Keilriemen,GardenPower,;
1180401;4L730;SKF Gardenpower;;Concar;SKF;4L730;4L - 730;ConCar Keilriemen,GardenPower,;
1180402;4L720;SKF Gardenpower;;Concar;SKF;4L720;4L - 720;ConCar Keilriemen,GardenPower,;
1180403;4L660;SKF Gardenpower;;Concar;SKF;4L660;4L - 660;ConCar Keilriemen,GardenPower,;
1180404;4L640;SKF Gardenpower;;Concar;SKF;4L640;4L - 640;ConCar Keilriemen,GardenPower,;
1180405;4L1000;SKF Gardenpower;;Concar;SKF;4L1000;4L - 1000;ConCar Keilriemen,GardenPower,;
1180406;4L690;SKF Gardenpower;;Concar;SKF;4L690;4L - 690;ConCar Keilriemen,GardenPower,;
1180407;4L470;SKF Gardenpower;;Concar;SKF;4L470;4L - 470;ConCar Keilriemen,GardenPower,;
1180408;4L420;SKF Gardenpower;;Concar;SKF;4L420;4L - 420;ConCar Keilriemen,GardenPower,;
1180409;4L380;SKF Gardenpower;;Concar;SKF;4L380;4L - 380;ConCar Keilriemen,GardenPower,;
1180410;4L360;SKF Gardenpower;;Concar;SKF;4L360;4L - 360;ConCar Keilriemen,GardenPower,;
1180411;4L350;SKF Gardenpower;;Concar;SKF;4L350;4L - 350;ConCar Keilriemen,GardenPower,;
1180412;4L330;SKF Gardenpower;;Concar;SKF;4L330;4L - 330;ConCar Keilriemen,GardenPower,;
1180413;4L320;SKF Gardenpower;;Concar;SKF;4L320;4L - 320;ConCar Keilriemen,GardenPower,;
1180414;4L280;SKF Gardenpower;;Concar;SKF;4L280;4L - 280;ConCar Keilriemen,GardenPower,;
1180415;4L260;SKF Gardenpower;La=660;Concar;SKF;4L260;4L - 260;ConCar Keilriemen,GardenPower,;La=660
1180416;4L250;SKF Gardenpower;;Concar;SKF;4L250;4L - 250;ConCar Keilriemen,GardenPower,;
1180417;4L220;SKF Gardenpower;;Concar;SKF;4L220;4L - 220;ConCar Keilriemen,GardenPower,;
1180418;4L200;SKF Gardenpower;;Concar;SKF;4L200;4L - 200;ConCar Keilriemen,GardenPower,;
1180419;4L190;SKF Gardenpower;;Concar;SKF;4L190;4L - 190;ConCar Keilriemen,GardenPower,;
1180420;4L180;SKF Gardenpower;;Concar;SKF;4L180;4L - 180;ConCar Keilriemen,GardenPower,;
1180421;4L170;SKF Gardenpower;;Concar;SKF;4L170;4L - 170;ConCar Keilriemen,GardenPower,;
1180422;5L990;SKF Gardenpower;;Concar;SKF;5L990;5L - 990;ConCar Keilriemen,GardenPower,;
1180423;5L980;SKF Gardenpower;;Concar;SKF;5L980;5L - 980;ConCar Keilriemen,GardenPower,;
1180424;5L960;SKF Gardenpower;La=2438mm;Concar;SKF;5L960;5L - 960;ConCar Keilriemen,GardenPower,;La=2438mm
1180425;5L950;Gardenpower Kupplungsriemen mit Aramidzugstrang;La=2413mm;Concar;SKF;5L950;5L - 950;ConCar Keilriemen,GardenPower,;La=2413mm
1180426;5L930;SKF Gardenpower;;Concar;SKF;5L930;5L - 930;ConCar Keilriemen,GardenPower,;
1180427;5L920;SKF Gardenpower;;Concar;SKF;5L920;5L - 920;ConCar Keilriemen,GardenPower,;
1180428;5L910;SKF Gardenpower;;Concar;SKF;5L910;5L - 910;ConCar Keilriemen,GardenPower,;
1180429;5L900;SKF Gardenpower;;Concar;SKF;5L900;5L - 900;ConCar Keilriemen,GardenPower,;
1180430;5L850;SKF Gardenpower;;Concar;SKF;5L850;5L - 850;ConCar Keilriemen,GardenPower,;
1180431;5L840;SKF Gardenpower;;Concar;SKF;5L840;5L - 840;ConCar Keilriemen,GardenPower,;
1180432;5L800;SKF Gardenpower;;Concar;SKF;5L800;5L - 800;ConCar Keilriemen,GardenPower,;
1180433;5L790;SKF Gardenpower;;Concar;SKF;5L790;5L - 790;ConCar Keilriemen,GardenPower,;
1180434;5L760;SKF Gardenpower;;Concar;SKF;5L760;5L - 760;ConCar Keilriemen,GardenPower,;
1180435;5L650;SKF Gardenpower;;Concar;SKF;5L650;5L - 650;ConCar Keilriemen,GardenPower,;
1180436;5L1000;SKF Gardenpower;;Concar;SKF;5L1000;5L - 1000;ConCar Keilriemen,GardenPower,;
1180437;5L750;SKF Gardenpower;;Concar;SKF;5L750;5L - 750;ConCar Keilriemen,GardenPower,;
1180438;5L600;SKF Gardenpower;;Concar;SKF;5L600;5L - 600;ConCar Keilriemen,GardenPower,;
1180439;5L570;SKF Gardenpower;1448 La;Concar;SKF;5L570;5L - 570;ConCar Keilriemen,GardenPower,;1448 La
1180440;5L560;SKF Gardenpower;1422 La;Concar;SKF;5L560;5L - 560;ConCar Keilriemen,GardenPower,;1422 La
1180441;5L550;SKF Gardenpower;;Concar;SKF;5L550;5L - 550;ConCar Keilriemen,GardenPower,;
1180442;5L480;SKF Gardenpower;;Concar;SKF;5L480;5L - 480;ConCar Keilriemen,GardenPower,;
1180443;5L410;SKF Gardenpower;;Concar;SKF;5L410;5L - 410;ConCar Keilriemen,GardenPower,;
1180444;5L370;SKF Gardenpower;;Concar;SKF;5L370;5L - 370;ConCar Keilriemen,GardenPower,;
1180445;5L290;SKF Gardenpower;;Concar;SKF;5L290;5L - 290;ConCar Keilriemen,GardenPower,;
1180446;5L280;SKF Gardenpower;;Concar;SKF;5L280;5L - 280;ConCar Keilriemen,GardenPower,;
1180447;5L270;SKF Gardenpower;;Concar;SKF;5L270;5L - 270;ConCar Keilriemen,GardenPower,;
1180448;5L260;SKF Gardenpower;;Concar;SKF;5L260;5L - 260;ConCar Keilriemen,GardenPower,;
1180449;5L250;SKF Gardenpower;;Concar;SKF;5L250;5L - 250;ConCar Keilriemen,GardenPower,;
1180450;5L240;SKF Gardenpower;;Concar;SKF;5L240;5L - 240;ConCar Keilriemen,GardenPower,;
1180451;5L230;SKF Gardenpower;;Concar;SKF;5L230;5L - 230;ConCar Keilriemen,GardenPower,;
1201990;4L1040;SKF Gardenpower;La=2642mm;Concar;SKF;1201990;4L1040;SKF Gardenpower;La=2642mm
1202984;7202 CDGA/P4A;SKF Genauigkeits-Schrägkugellager, einreihig;Einzellager universell paarbar;Concar;SKF;7202CDGA/P4ASKF;7202 CDGA/P4A;SKF Genauigkeits-Schrägkugellager, einreihig;Einzellager universell paarbar
1202984;7202 CDGA/P4A;SKF Genauigkeits-Schrägkugellager, einreihig;Einzellager universell paarbar;Concar;SKF;1202984;7202 CDGA/P4A;SKF Genauigkeits-Schrägkugellager, einreihig;Einzellager universell paarbar
1203939;SKF LAGD 125/HMT68;Automatischer Schmierstoffgeber System 24;NULL;Concar;SKF;LAGD125/HMT68SKF;SKF LAGD 125/HMT68;Automatischer Schmierstoffgeber System 24;NULL
1204782;PCM 060810 E;SKF Gleitlagerbuchse;NULL;Concar;SKF;PCM060810E-SKF;PCM 060810 E;SKF Gleitlagerbuchse;NULL
1204782;PCM 060810 E;SKF Gleitlagerbuchse;NULL;Concar;SKF;1204782;PCM 060810 E;SKF Gleitlagerbuchse;NULL
1209401;28X47X7 HMSA 10 V;Wellendichtring in Viton mit Staublippe;NULL;Concar;SKF;28X47X7HMSA10V;28X47X7 HMSA 10 V;Wellendichtring in Viton mit Staublippe;NULL
1209401;28X47X7 HMSA 10 V;Wellendichtring in Viton mit Staublippe;NULL;Concar;SKF;1209401;28X47X7 HMSA 10 V;Wellendichtring in Viton mit Staublippe;NULL
1209581;15X35X7 HMSA10RG BASL;Wellendichtring mit Staublippe, NBR / SKF;NULL;Concar;SKF;15X35X7HMSA10RG;15X35X7HMSA10RG;Wellendichtring mit Staublippe, NBR / SKF;NULL
1209581;15X35X7 HMSA10RG BASL;Wellendichtring mit Staublippe, NBR / SKF;NULL;Concar;SKF;1209581;15X35X7 HMSA10RG BASL;Wellendichtring mit Staublippe, NBR / SKF;NULL
1211416;190XSPBX4 TL SKF;Keilriemenscheibe für Taper-Buchse 2517;PHP 4SPB190TB;Concar;SKF;SPB1904;190XSPBX4 TL SKF;Keilriemenscheibe für Taper-Buchse 2517;PHP 4SPB190TB
1211416;190XSPBX4 TL SKF;Keilriemenscheibe für Taper-Buchse 2517;PHP 4SPB190TB;Concar;SKF;777019;190XSPBX4 TL SKF;Keilriemenscheibe für Taper-Buchse 2517;PHP 4SPB190TB
1178616;30x52x7 HMSA10V;Wellendichtring;NULL;DICHTUNGSTECHNIK V. LEHMANN GMBH;SKF;1178616;30x52x7 HMSA10V;Wellendichtring;NULL
1178616;30x52x7 HMSA10V;Wellendichtring;NULL;DICHTUNGSTECHNIK V. LEHMANN GMBH;SKF;1178616;30x52x7 HMSA10V;Wellendichtring;NULL
1178618;30x42x7 BASL Viton;Wellendichtring;NULL;DICHTUNGSTECHNIK V. LEHMANN GMBH;SKF;1178618;30x42x7 BASL Viton;Wellendichtring;NULL
1178618;30x42x7 BASL Viton;Wellendichtring;NULL;DICHTUNGSTECHNIK V. LEHMANN GMBH;SKF;1178618;30x42x7 BASL Viton;Wellendichtring;NULL
1178619;25x40x7 HMSA10V;Wellendichtring;NULL;DICHTUNGSTECHNIK V. LEHMANN GMBH;SKF;1178619;25x40x7 HMSA10V;Wellendichtring;NULL
1178619;25x40x7 HMSA10V;Wellendichtring;NULL;DICHTUNGSTECHNIK V. LEHMANN GMBH;SKF;1178619;25x40x7 HMSA10V;Wellendichtring;NULL
1146433;MKF2-K3-22016+428;SKF Zentralschmierung Kompackt-Aggregat;NULL;KISTENPFENNIG AG;SKF;1146433;Angeb. 10633706 v. 02.08.16;SKF Zentralschmierung Kompackt-Aggregat;NULL
1146433;MKF2-K3-22016+428;SKF Zentralschmierung Kompackt-Aggregat;NULL;KISTENPFENNIG AG;SKF;1146433;MKF2-K3-22016+428;SKF Zentralschmierung Kompackt-Aggregat;NULL
1137453;613744D;SKF Wälzlager;NULL;Ernst Balser e.K.;SKF;1137453;613744D;SKF Wälzlager;NULL
1137453;613744D;SKF Wälzlager;NULL;Ernst Balser e.K.;SKF;1137453;613744D;SKF Wälzlager;NULL
1125098;22220 EK/C5;SKF Pendelrollenlager;;Ernst Balser e.K.;SKF;1125098;22220 EK/C5;SKF Pendelrollenlager;
1125098;22220 EK/C5;SKF Pendelrollenlager;;Ernst Balser e.K.;SKF;1125098;22220 EK/C5;SKF Pendelrollenlager;
1161208;3L300;SKF Gardenpower;La=762mm;Tecnamic GmbH;SKF;1161208;3L300;ConCar GardenPower Kupplungsriemen;La=762mm
1161208;3L300;SKF Gardenpower;La=762mm;Tecnamic GmbH;SKF;1161208;3L300;ConCar GardenPower Kupplungsriemen;La=762mm
1069319;L 45449/410/Q;;;Apeltrath & Rundt GmbH;SKF;1069319;L 45449/410/Q;;NULL
1069319;L 45449/410/Q;;;Apeltrath & Rundt GmbH;SKF;1069319;L 45449/410/Q;;
1069319;L 45449/410/Q;;;Apeltrath & Rundt GmbH;SKF;1069319;L 45449/410/Q;;
1158737;GE35-ES-2RS;SKF Stahl/Stahl Gelenklager;NULL;Apeltrath & Rundt GmbH;SKF;1158737;GE35-ES-2RS;SKF Stahl/Stahl Gelenklager;NULL
1158737;GE35-ES-2RS;SKF Stahl/Stahl Gelenklager;NULL;Apeltrath & Rundt GmbH;SKF;1158737;38610;SKF Stahl/Stahl Gelenklager;NULL
1142550;2911;SKF Sonderlager;Axial-Rillenkugellager 55x78x18;Apeltrath & Rundt GmbH;SKF;1142550;2911;SKF Sonderlager;Axial-Rillenkugellager 55x78x18
1142550;2911;SKF Sonderlager;Axial-Rillenkugellager 55x78x18;Apeltrath & Rundt GmbH;SKF;1142550;2911;SKF Sonderlager;Axial-Rillenkugellager 55x78x18
1156455;NUKR40-A;SKF Kurvenrolle mit balligem Außenring, Labyrinthdichtung;ohne Exzenter, vollrollig;Apeltrath & Rundt GmbH;SKF;1156455;NUKR40-A;SKF Kurvenrolle mit balligem Außenring, Labyrinthdichtung;ohne Exzenter, vollrollig
1151371;Z206;SKF Dichtungslamellen;;Apeltrath & Rundt GmbH;SKF;1151371;Z206;SKF Dichtungslamellen;
1151371;Z206;SKF Dichtungslamellen;;Apeltrath & Rundt GmbH;SKF;1151371;Z206;SKF Dichtungslamellen;
1151371;Z206;SKF Dichtungslamellen;;Apeltrath & Rundt GmbH;SKF;10122171;Z206;SKF;
1126605;LBCR 50 D-2LS;SKF Linearkugellager;0602-050-10;Apeltrath & Rundt GmbH;SKF;1126605;LBCR 50 D-2LS;SKF Linearkugellager;0602-050-10
1126605;LBCR 50 D-2LS;SKF Linearkugellager;0602-050-10;Apeltrath & Rundt GmbH;SKF;1126605;LBCR 50 D-2LS;SKF Linearkugellager;0602-050-10
1127894;KRVE35 PPA;SKF Kurvenrolle mit balligem Außenring, Kunststoff-Axialgleitscheiben;mit Exzenter, vollnadelig;Apeltrath & Rundt GmbH;SKF;1127894;KRVE35 PPA;SKF Kurvenrolle mit balligem Außenring, Kunststoff-Axialgleitscheiben;mit Exzenter, vollnadelig
1127894;KRVE35 PPA;SKF Kurvenrolle mit balligem Außenring, Kunststoff-Axialgleitscheiben;mit Exzenter, vollnadelig;Apeltrath & Rundt GmbH;SKF;1127894;KRVE35 PPA;SKF Kurvenrolle mit balligem Außenring, Kunststoff-Axialgleitscheiben;mit Exzenter, vollnadelig
1131595;LBCR 8;SKF Linearkugellager;8x16x25mm;Apeltrath & Rundt GmbH;SKF;1131595;LBCR 8;SKF Linearkugellager;8x16x25mm
1131595;LBCR 8;SKF Linearkugellager;8x16x25mm;Apeltrath & Rundt GmbH;SKF;1131595;LBCR 8;SKF Linearkugellager;8x16x25mm
1131595;LBCR 8;SKF Linearkugellager;8x16x25mm;Apeltrath & Rundt GmbH;SKF;1131595;LBCR 8;SKF Linearkugellager;8x16x25mm
1139126;YAR 209-111-2FW/VA228;SKF-Hochtemperatur Y-Lager mit Gewindestiftbefestigung;;Apeltrath & Rundt GmbH;SKF;1139126;YAR 209-111-2FW/VA228;SKF-Hochtemperatur Y-Lager mit Gewindestiftbefestigung;
1139126;YAR 209-111-2FW/VA228;SKF-Hochtemperatur Y-Lager mit Gewindestiftbefestigung;;Apeltrath & Rundt GmbH;SKF;1139126;YAR 209-111-2FW/VA228;SKF-Hochtemperatur Y-Lager mit Gewindestiftbefestigung;
1130469;RNA6911;SKF Nadellager mit Borden, zweireihig ohne Innenring;;Apeltrath & Rundt GmbH;SKF;1130469;RNA6911;SKF Nadellager mit Borden, zweireihig ohne Innenring;
1130469;RNA6911;SKF Nadellager mit Borden, zweireihig ohne Innenring;;Apeltrath & Rundt GmbH;SKF;1130469;RNA6911;SKF Nadellager mit Borden, zweireihig ohne Innenring;
1130469;RNA6911;SKF Nadellager mit Borden, zweireihig ohne Innenring;;Apeltrath & Rundt GmbH;SKF;1130469;RNA6911;SKF Nadellager mit Borden, zweireihig ohne Innenring;
1123535;608 M/C3;SKF Rillenkugellager, einreihig,  ;;Apeltrath & Rundt GmbH;SKF;1123535;608 M/C3;SKF Rillenkugellager, einreihig,  ;
1123535;608 M/C3;SKF Rillenkugellager, einreihig,  ;;Apeltrath & Rundt GmbH;SKF;1123535;608 M/C3;SKF Rillenkugellager, einreihig,  ;
1123535;608 M/C3;SKF Rillenkugellager, einreihig,  ;;Apeltrath & Rundt GmbH;SKF;1123535;608 M/C3;SKF Rillenkugellager, einreihig,  ;
1123596;N 1016 TN/SP;SKF Zylinderrollenlager ;;Apeltrath & Rundt GmbH;SKF;1123596;N 1016 TN/SP;SKF Zylinderrollenlager ;
1123596;N 1016 TN/SP;SKF Zylinderrollenlager ;;Apeltrath & Rundt GmbH;SKF;1123596;N 1016 TN/SP;SKF Zylinderrollenlager ;
1123596;N 1016 TN/SP;SKF Zylinderrollenlager ;;Apeltrath & Rundt GmbH;SKF;1123596;N 1016 TN/SP;SKF Zylinderrollenlager ;
1120483;LBBR 12 ;SKF;NULL;Apeltrath & Rundt GmbH;SKF;1120483;LBBR 12 ;SKF;NULL
1120483;LBBR 12 ;SKF;NULL;Apeltrath & Rundt GmbH;SKF;1120483;LBBR 12 ;SKF;NULL
1120483;LBBR 12 ;SKF;NULL;Apeltrath & Rundt GmbH;SKF;1120483;LBBR 12 ;SKF;NULL
1119063;6203-2RSH/C4;SKF Rillenkugellager, einreihig, abgedichtet;mit Lagerluft größer als Normal;Apeltrath & Rundt GmbH;SKF;1119063;6203-2RSH/C4;SKF Rillenkugellager, einreihig, abgedichtet;mit Lagerluft größer als Normal
1119063;6203-2RSH/C4;SKF Rillenkugellager, einreihig, abgedichtet;mit Lagerluft größer als Normal;Apeltrath & Rundt GmbH;SKF;1119063;6203-2RSH/C4;SKF Rillenkugellager, einreihig, abgedichtet;mit Lagerluft größer als Normal
1119063;6203-2RSH/C4;SKF Rillenkugellager, einreihig, abgedichtet;mit Lagerluft größer als Normal;Apeltrath & Rundt GmbH;SKF;1119063;6203-2RSH/C4;SKF Rillenkugellager, einreihig, abgedichtet;mit Lagerluft größer als Normal
1119063;6203-2RSH/C4;SKF Rillenkugellager, einreihig, abgedichtet;mit Lagerluft größer als Normal;Apeltrath & Rundt GmbH;SKF;1119063;6203-2RSH/C4;SKF Rillenkugellager, einreihig, abgedichtet;mit Lagerluft größer als Normal
1119063;6203-2RSH/C4;SKF Rillenkugellager, einreihig, abgedichtet;mit Lagerluft größer als Normal;Apeltrath & Rundt GmbH;SKF;10087394;6203-2RSH/C4;SKF;
1119063;6203-2RSH/C4;SKF Rillenkugellager, einreihig, abgedichtet;mit Lagerluft größer als Normal;Apeltrath & Rundt GmbH;SKF;1119063;6203-2RSH/C4;SKF Rillenkugellager, einreihig, abgedichtet;mit Lagerluft größer als Normal
1119063;6203-2RSH/C4;SKF Rillenkugellager, einreihig, abgedichtet;mit Lagerluft größer als Normal;Apeltrath & Rundt GmbH;SKF;1119063;6203-2RSH/C4;SKF Rillenkugellager, einreihig, abgedichtet;mit Lagerluft größer als Normal
1119968;LBBR 40 ;SKF;NULL;Apeltrath & Rundt GmbH;SKF;1119968;LBBR 40 ;SKF;NULL
1119968;LBBR 40 ;SKF;NULL;Apeltrath & Rundt GmbH;SKF;1119968;LBBR 40 ;SKF;NULL
1119591;6009-2Z/C4HT;SKF Rillenkugellager, einreihig, abgedichtet;;Apeltrath & Rundt GmbH;SKF;1119591;6009-2Z/C4HT;SKF Rillenkugellager, einreihig, abgedichtet;
1119591;6009-2Z/C4HT;SKF Rillenkugellager, einreihig, abgedichtet;;Apeltrath & Rundt GmbH;SKF;1119591;6009-2Z/C4HT;SKF Rillenkugellager, einreihig, abgedichtet;
1119616;LVCR 40-2LS;SKF Flansch-Linearlagereinheit;NULL;Apeltrath & Rundt GmbH;SKF;1119616;LVCR 40-2LS;SKF Flansch-Linearlagereinheit;NULL
1119616;LVCR 40-2LS;SKF Flansch-Linearlagereinheit;NULL;Apeltrath & Rundt GmbH;SKF;1119616;LVCR 40-2LS;SKF Flansch-Linearlagereinheit;NULL
1118634;LBCR 40 D-2LS;SKF Linearkugellager;NULL;Apeltrath & Rundt GmbH;SKF;1118634;LBCR 40 D-2LS;SKF Linearkugellager;NULL
1118634;LBCR 40 D-2LS;SKF Linearkugellager;NULL;Apeltrath & Rundt GmbH;SKF;1118634;LBCR 40 D-2LS;SKF Linearkugellager;NULL
1115095;20206 MB;SKF Tonnenlager;;Apeltrath & Rundt GmbH;SKF;1115095;20206 MB;SKF Tonnenlager;
1115095;20206 MB;SKF Tonnenlager;;Apeltrath & Rundt GmbH;SKF;1115095;20206 MB;SKF Tonnenlager;
1115095;20206 MB;SKF Tonnenlager;;Apeltrath & Rundt GmbH;SKF;13308.02.1.3;20206 MB;SKF Tonnenlager;
1112397;LBBR 10-2LS;SKF;NULL;Apeltrath & Rundt GmbH;SKF;1112397;LBBR 10-2LS;SKF;NULL
1112397;LBBR 10-2LS;SKF;NULL;Apeltrath & Rundt GmbH;SKF;1112397;LBBR 10-2LS;SKF;NULL
1112397;LBBR 10-2LS;SKF;NULL;Apeltrath & Rundt GmbH;SKF;1112397;LBBR 10-2LS;SKF;NULL
1113458;LBCR 20 ;SKF Linearkugellager;NULL;Apeltrath & Rundt GmbH;SKF;1113458;LBCR 20 ;SKF Linearkugellager;NULL
1113458;LBCR 20 ;SKF Linearkugellager;NULL;Apeltrath & Rundt GmbH;SKF;1113458;LBCR 20 ;SKF Linearkugellager;NULL
1113458;LBCR 20 ;SKF Linearkugellager;NULL;Apeltrath & Rundt GmbH;SKF;1113458;LBCR 20 ;SKF Linearkugellager;NULL
1111707;LBBR 30-LS/VT808;SKF Ausführung ungefettet;NULL;Apeltrath & Rundt GmbH;SKF;1111707;LBBR 30-LS/VT808;SKF Ausführung ungefettet;NULL
1111707;LBBR 30-LS/VT808;SKF Ausführung ungefettet;NULL;Apeltrath & Rundt GmbH;SKF;1111707;LBBR 30-LS/VT808;SKF Ausführung ungefettet;NULL
1111707;LBBR 30-LS/VT808;SKF Ausführung ungefettet;NULL;Apeltrath & Rundt GmbH;SKF;1111707;LBBR 30-LS/VT808;SKF Ausführung ungefettet;NULL
1112373;LBBR 20;SKF Linearkugellager;NULL;Apeltrath & Rundt GmbH;SKF;1112373;LBBR 20;SKF Linearkugellager;NULL
1112373;LBBR 20;SKF Linearkugellager;NULL;Apeltrath & Rundt GmbH;SKF;1112373;LBBR 20;SKF Linearkugellager;NULL
1112373;LBBR 20;SKF Linearkugellager;NULL;Apeltrath & Rundt GmbH;SKF;1112373;LBBR 20;SKF Linearkugellager;NULL
1112373;LBBR 20;SKF Linearkugellager;NULL;Apeltrath & Rundt GmbH;SKF;1112373;LBBR 20;SKF Linearkugellager;NULL
1112374;LBBR 30;SKF;NULL;Apeltrath & Rundt GmbH;SKF;1112374;LBBR 30;SKF;NULL
1112374;LBBR 30;SKF;NULL;Apeltrath & Rundt GmbH;SKF;1112374;LBBR 30;SKF;NULL
1112374;LBBR 30;SKF;NULL;Apeltrath & Rundt GmbH;SKF;1112374;LBBR 30;SKF;NULL
1112375;LBBR 25;SKF;NULL;Apeltrath & Rundt GmbH;SKF;1112375;LBBR 25;SKF;NULL
1112375;LBBR 25;SKF;NULL;Apeltrath & Rundt GmbH;SKF;1112375;LBBR 25;SKF;NULL
1112375;LBBR 25;SKF;NULL;Apeltrath & Rundt GmbH;SKF;1112375;LBBR 25;SKF;NULL
1108513;LBCR 20-2LS;SKF Linearkugellager ;NULL;Apeltrath & Rundt GmbH;SKF;1108513;LBCR 20-2LS;SKF Linearkugellager ;NULL
1108513;LBCR 20-2LS;SKF Linearkugellager ;NULL;Apeltrath & Rundt GmbH;SKF;1108513;LBCR 20-2LS;SKF Linearkugellager ;NULL
1108526;LBCR 12-2LS;SKF Linearkugellager;NULL;Apeltrath & Rundt GmbH;SKF;1108526;LBCR 12-2LS;SKF Linearkugellager;NULL
1108526;LBCR 12-2LS;SKF Linearkugellager;NULL;Apeltrath & Rundt GmbH;SKF;1108526;LBCR 12-2LS;SKF Linearkugellager;NULL
1108526;LBCR 12-2LS;SKF Linearkugellager;NULL;Apeltrath & Rundt GmbH;SKF;1108526;LBCR 12-2LS;SKF Linearkugellager;NULL
1107652;LBCR 25-2LS;SKF Linearkugellager;NULL;Apeltrath & Rundt GmbH;SKF;1107652;LBCR 25-2LS;SKF Linearkugellager;NULL
1107652;LBCR 25-2LS;SKF Linearkugellager;NULL;Apeltrath & Rundt GmbH;SKF;1107652;LBCR 25-2LS;SKF Linearkugellager;NULL
1107652;LBCR 25-2LS;SKF Linearkugellager;NULL;Apeltrath & Rundt GmbH;SKF;73514.02.4.8.6;LBCR 25-2LS;SKF Linearkugellager;NULL
1080653;52214;SKF Axial-Rillenkugellager, zweiseitig wirkend;mit ebenen Gehäusescheibe;Apeltrath & Rundt GmbH;SKF;1080653;52214;SKF Axial-Rillenkugellager, zweiseitig wirkend;mit ebenen Gehäusescheibe
1080653;52214;SKF Axial-Rillenkugellager, zweiseitig wirkend;mit ebenen Gehäusescheibe;Apeltrath & Rundt GmbH;SKF;1080653;52214;SKF Axial-Rillenkugellager, zweiseitig wirkend;mit ebenen Gehäusescheibe
1071938;TSN 314 G ... wird nicht mehr hergestellt;SKF Zweilippendichtung für SNL Stehlagergehäuse;;Apeltrath & Rundt GmbH;SKF;1071938;TSN 314 G ... wird nicht mehr hergestellt;SKF Zweilippendichtung für SNL Stehlagergehäuse;
1071938;TSN 314 G ... wird nicht mehr hergestellt;SKF Zweilippendichtung für SNL Stehlagergehäuse;;Apeltrath & Rundt GmbH;SKF;1071938;TSN 314 G ... wird nicht mehr hergestellt;SKF Zweilippendichtung für SNL Stehlagergehäuse;
